grip requested,grip performed,grip timing
1,1,-113.0
1,1,-32.0
1,1,-54.0
2,2,-184.0
1,1,26.0
2,2,-138.0
1,1,-98.0
2,2,180.0
2,2,-188.0
1,1,-114.0
1,1,-108.0
1,1,-136.0
2,2,-164.0
2,0,nan
1,1,-84.0
1,1,-146.0
2,2,-208.0
2,2,-134.0
3,3,-128.0
2,2,-190.0
1,1,-116.0
3,3,-138.0
2,2,140.0
1,1,-126.0
1,1,-80.0
2,2,-170.0
2,2,108.0
2,2,-124.0
1,1,-16.0
1,1,-112.0
1,1,-66.0
1,1,-122.0
2,2,-14.0
1,1,-178.0
2,2,-274.0
1,1,-30.0
2,2,-160.0
2,2,-86.0
1,1,-114.0
1,1,-142.0
2,2,-170.0
1,1,-164.0
1,1,-124.0
